,fips_code,high_tourist_border_sales,year,niaaa_pop_21_plus,census_total_pop,census_total_pop_21_plus,census_percent_pop_21_plus,census_percent_pop_18_24,census_percent_pop_25_34,census_percent_pop_35_44,census_percent_pop_45_54,census_percent_pop_55_64,census_percent_pop_65_plus,census_percent_pop_male,census_percent_pop_female,census_percent_pop_married,census_percent_pop_widowed,census_percent_pop_divorced,census_percent_pop_separated,census_percent_pop_never_married,ed_census_percent_pop_less_hs,ed_census_percent_pop_only_hs,ed_census_percent_pop_some_college_or_assoc,ed_percent_pop_college_grad_only,ed_percent_pop_grad_prof_degree,census_percent_employed,census_percent_unemployed,census_percent_armed_forces_employment,census_percent_not_in_labor_force,brfss_drinking_culture_surrogate_metric_percent_binge,tpc_state_beer_tax_rates_dollar_gal,bea_personal_income_dollars,bea_disp_inc_dollars,bea_percapita_personal_income_dollars,bea_percapita_disp_inc_dollars,census_median_household_inc_dollars,census_percent_pop_in_poverty_est,niaaa_total_beer_vol_consumed_gallons,niaaa_legal_adult_per_capita_beer_consumed_gallons,ba_craft_beer_produced_gallons,ba_legal_adult_per_capita_craft_beer_produced_gallons
367,13,0,2017,7478927,10429379,7457006,0.715,0.098,0.136,0.133,0.136,0.122,0.134,0.486,0.514,0.467,0.054,0.113,0.022,0.344,0.13,0.281,0.281,0.19,0.119,0.591,0.036,0.006,0.367,0.129,1.01,467592.5,414875.6,44838,39783,56183,0.133,183923000,24.59,12672729.0,1.69
368,15,1,2017,1073454,1427538,1076364,0.754,0.087,0.144,0.127,0.122,0.128,0.177,0.502,0.498,0.493,0.063,0.097,0.011,0.336,0.077,0.281,0.312,0.217,0.112,0.59,0.026,0.037,0.347,0.195,0.93,73646.4,65432.2,50499,44867,77765,0.103,33821000,31.51,2156400.0,2.01
369,16,0,2017,1208581,1716943,1200143,0.699,0.094,0.129,0.126,0.116,0.124,0.153,0.502,0.498,0.535,0.055,0.122,0.01,0.278,0.092,0.282,0.359,0.182,0.085,0.592,0.026,0.003,0.379,0.151,0.15,71472.6,64179.3,41218,37012,52225,0.117,28923000,23.93,2799843.0,2.32
370,17,0,2017,9389760,12802023,9396685,0.734,0.094,0.138,0.129,0.131,0.13,0.152,0.492,0.508,0.474,0.058,0.096,0.015,0.356,0.109,0.261,0.286,0.21,0.134,0.608,0.04,0.002,0.35,0.203,0.23,685632.7,601729.6,53049,46557,62992,0.109,257845160,27.46,11962095.0,1.27
371,18,0,2017,4808439,6666818,4800109,0.72,0.099,0.13,0.123,0.128,0.13,0.154,0.493,0.507,0.489,0.06,0.124,0.013,0.314,0.114,0.327,0.291,0.17,0.098,0.604,0.03,0.001,0.366,0.166,0.12,297990.5,267878.7,44570,40066,54181,0.114,117419723,24.42,7441967.0,1.55
372,19,0,2017,2273972,3145711,2268058,0.721,0.102,0.125,0.119,0.122,0.133,0.167,0.497,0.503,0.523,0.06,0.107,0.012,0.299,0.079,0.305,0.326,0.194,0.095,0.648,0.024,0.001,0.327,0.211,0.19,147911.5,132160.8,46769,41788,58570,0.091,72236969,31.77,2447324.0,1.08
373,20,0,2017,2074269,2913123,2074144,0.712,0.102,0.132,0.122,0.118,0.129,0.154,0.499,0.501,0.522,0.058,0.114,0.013,0.292,0.09,0.258,0.315,0.212,0.126,0.63,0.028,0.007,0.335,0.172,0.18,141311.8,126799.2,48272,43314,56422,0.147,53915283,25.99,1448488.0,0.7
374,21,0,2017,3270883,4454189,3247104,0.729,0.094,0.129,0.125,0.131,0.134,0.159,0.493,0.507,0.495,0.065,0.131,0.021,0.288,0.137,0.33,0.293,0.14,0.099,0.556,0.032,0.004,0.407,0.158,0.08,180836.1,161763.3,40404,36142,48375,0.144,77009803,23.54,3884349.0,1.19
375,22,0,2017,3392522,4684333,3372720,0.72,0.097,0.14,0.126,0.123,0.129,0.149,0.489,0.511,0.428,0.066,0.116,0.025,0.366,0.149,0.34,0.273,0.155,0.083,0.547,0.038,0.004,0.411,0.181,0.4,203454.9,185213.7,43486,39587,46145,0.214,104842000,30.9,6670210.0,1.97
376,23,0,2017,1034917,1335907,1031320,0.772,0.082,0.119,0.113,0.138,0.157,0.2,0.49,0.51,0.494,0.062,0.146,0.008,0.29,0.077,0.309,0.293,0.199,0.121,0.603,0.026,0.001,0.37,0.179,0.35,61740.1,55340.1,45909,41150,56277,0.12,34317000,33.16,9907305.0,9.57
377,24,0,2017,4454957,6052177,4478611,0.74,0.089,0.138,0.128,0.14,0.134,0.149,0.485,0.515,0.471,0.057,0.099,0.021,0.353,0.101,0.245,0.258,0.213,0.183,0.638,0.035,0.005,0.321,0.153,0.09,356079.0,307470.3,58251,50299,80776,0.078,90649155,20.35,9092243.0,2.04
378,25,0,2017,5179165,6859819,5179163,0.755,0.102,0.142,0.122,0.137,0.136,0.162,0.486,0.514,0.463,0.055,0.095,0.017,0.369,0.092,0.243,0.231,0.239,0.195,0.636,0.03,0.001,0.333,0.188,0.11,459778.7,388416.0,66076,55820,77385,0.106,122373231,23.63,18131751.0,3.5
379,26,0,2017,7391332,9962311,7372110,0.74,0.097,0.127,0.116,0.133,0.141,0.167,0.493,0.507,0.48,0.059,0.115,0.012,0.334,0.091,0.289,0.329,0.176,0.115,0.578,0.036,0.001,0.385,0.181,0.2,454894.8,402996.6,45264,40100,54909,0.127,186716677,25.26,27093830.0,3.67
380,27,0,2017,4058017,5576606,4059769,0.728,0.09,0.136,0.126,0.127,0.135,0.154,0.499,0.501,0.519,0.049,0.102,0.01,0.321,0.069,0.248,0.322,0.235,0.125,0.669,0.025,0.001,0.305,0.2,0.15,301749.0,260814.3,53832,46529,68388,0.092,116096993,28.61,20180207.0,4.97
381,28,0,2017,2150863,2984100,2121695,0.711,0.104,0.122,0.127,0.124,0.128,0.156,0.485,0.515,0.437,0.069,0.117,0.029,0.348,0.156,0.304,0.321,0.135,0.083,0.522,0.039,0.004,0.435,0.126,0.43,109132.8,100383.5,36580,33647,43529,0.183,67642000,31.45,937874.0,0.44
382,29,0,2017,4490832,6113532,4468992,0.731,0.094,0.133,0.119,0.127,0.135,0.165,0.491,0.509,0.485,0.064,0.126,0.018,0.307,0.103,0.308,0.299,0.179,0.111,0.598,0.029,0.003,0.37,0.188,0.06,273774.2,244067.9,44781,39922,53578,0.111,127055211,28.29,11558037.0,2.57
383,30,0,2017,784817,1050493,779466,0.742,0.092,0.126,0.119,0.117,0.145,0.181,0.501,0.499,0.521,0.056,0.126,0.011,0.287,0.07,0.281,0.326,0.217,0.106,0.613,0.022,0.003,0.362,0.195,0.14,48003.3,42890.2,45373,40540,53386,0.097,31229431,39.79,5841905.0,7.44
384,31,0,2017,1360297,1920076,1365174,0.711,0.097,0.135,0.123,0.117,0.127,0.153,0.5,0.5,0.53,0.054,0.103,0.012,0.302,0.087,0.263,0.334,0.209,0.108,0.674,0.023,0.003,0.299,0.206,0.31,95823.7,85936.9,49538,44427,59970,0.104,43307000,31.84,1663313.0,1.22
385,32,1,2017,2192609,2998039,2212553,0.738,0.084,0.145,0.133,0.132,0.124,0.153,0.502,0.498,0.455,0.051,0.139,0.023,0.332,0.132,0.287,0.332,0.165,0.084,0.596,0.038,0.003,0.363,0.179,0.16,138847.0,124210.4,46977,42025,58003,0.137,75795000,34.57,2003236.0,0.91
386,33,1,2017,1033751,1342795,1027238,0.765,0.094,0.122,0.113,0.146,0.156,0.176,0.496,0.504,0.514,0.054,0.123,0.013,0.296,0.069,0.28,0.281,0.226,0.143,0.651,0.026,0.002,0.321,0.187,0.3,78661.0,70366.5,57882,51779,73381,0.066,46996000,45.46,3203199.0,3.1
387,34,0,2017,6604103,9005644,6691193,0.743,0.088,0.129,0.129,0.142,0.135,0.157,0.488,0.512,0.491,0.059,0.086,0.019,0.346,0.101,0.272,0.23,0.242,0.156,0.618,0.035,0.001,0.346,0.167,0.12,566237.1,487599.4,61716,53145,80088,0.086,131935994,19.98,4326423.0,0.66
388,35,0,2017,1520675,2088070,1509675,0.723,0.099,0.131,0.12,0.115,0.133,0.168,0.495,0.505,0.433,0.061,0.133,0.018,0.355,0.139,0.266,0.324,0.152,0.118,0.526,0.037,0.005,0.432,0.147,0.41,82354.1,75092.2,39197,35740,46744,0.186,40146699,26.4,3596726.0,2.37
389,36,0,2017,14727179,19849399,14906899,0.751,0.094,0.147,0.125,0.134,0.131,0.159,0.486,0.514,0.444,0.058,0.087,0.024,0.387,0.134,0.263,0.243,0.202,0.158,0.596,0.035,0.002,0.368,0.175,0.14,1255776.7,1048815.7,62196,51946,64894,0.134,328658886,22.32,37556306.0,2.55
390,37,0,2017,7554191,10273419,7540690,0.734,0.095,0.132,0.127,0.135,0.128,0.158,0.487,0.513,0.487,0.059,0.109,0.027,0.318,0.122,0.258,0.307,0.201,0.112,0.58,0.032,0.011,0.376,0.154,0.62,449817.7,398999.2,44207,39213,52752,0.145,197559018,26.15,37553179.0,4.97
391,38,0,2017,546439,755393,546149,0.723,0.114,0.151,0.118,0.109,0.129,0.149,0.514,0.486,0.522,0.057,0.093,0.007,0.321,0.071,0.264,0.358,0.218,0.09,0.679,0.021,0.012,0.288,0.233,0.16,39743.7,35877.1,51839,46796,61843,0.113,20614357,37.72,398301.0,0.73
392,39,0,2017,8597459,11658609,8580736,0.736,0.092,0.131,0.119,0.13,0.138,0.166,0.49,0.51,0.474,0.063,0.12,0.017,0.326,0.097,0.333,0.29,0.173,0.106,0.596,0.032,0.001,0.371,0.19,0.18,541289.4,482233.5,46116,41084,54021,0.127,242265000,28.18,42013649.0,4.89
393,40,0,2017,2815524,3930864,2794844,0.711,0.097,0.137,0.124,0.119,0.125,0.153,0.496,0.504,0.489,0.066,0.133,0.022,0.29,0.119,0.311,0.314,0.169,0.086,0.572,0.032,0.005,0.39,0.134,0.4,171995.4,155923.7,43871,39772,50051,0.126,72757000,25.84,1637022.0,0.58
394,41,0,2017,3126112,4142776,3107082,0.75,0.089,0.14,0.133,0.125,0.132,0.171,0.496,0.504,0.492,0.051,0.128,0.016,0.313,0.09,0.232,0.34,0.21,0.127,0.591,0.032,0.001,0.376,0.161,0.08,197262.3,171112.2,47565,41260,60212,0.102,95424180,30.52,33430129.0,10.69
395,42,0,2017,9618217,12805537,9616958,0.751,0.092,0.131,0.116,0.133,0.142,0.178,0.49,0.51,0.475,0.067,0.098,0.02,0.34,0.094,0.35,0.242,0.189,0.125,0.59,0.033,0.001,0.376,0.182,0.08,671702.8,592682.8,51888,45783,59195,0.112,309721000,32.2,115444310.0,12.0
396,44,0,2017,797669,1059639,796849,0.752,0.109,0.138,0.116,0.135,0.14,0.166,0.484,0.516,0.453,0.059,0.106,0.012,0.37,0.117,0.299,0.249,0.203,0.131,0.613,0.037,0.004,0.346,0.181,0.11,54704.3,48355.1,50423,44570,63870,0.122,18566006,23.28,815145.0,1.02
397,45,0,2017,3722767,5024369,3702960,0.737,0.095,0.129,0.123,0.128,0.132,0.172,0.485,0.515,0.47,0.064,0.105,0.028,0.333,0.126,0.295,0.299,0.176,0.104,0.561,0.035,0.008,0.396,0.155,0.77,210387.6,189000.0,42368,38061,50570,0.156,105648000,28.38,3354538.0,0.9
398,46,0,2017,621804,869666,621811,0.715,0.094,0.133,0.115,0.114,0.135,0.163,0.504,0.496,0.51,0.059,0.112,0.013,0.305,0.083,0.308,0.328,0.191,0.09,0.651,0.024,0.005,0.321,0.174,0.27,42989.3,39331.7,49404,45200,56521,0.104,23912959,38.46,435781.0,0.7
399,47,0,2017,4957549,6715984,4942964,0.736,0.092,0.135,0.125,0.133,0.131,0.16,0.487,0.513,0.492,0.062,0.121,0.021,0.304,0.122,0.324,0.28,0.172,0.101,0.581,0.03,0.003,0.385,0.131,1.29,299307.7,273678.9,44411,40609,51340,0.115,121699133,24.55,7867234.0,1.59
400,48,0,2017,19761605,28304596,19699999,0.696,0.099,0.146,0.135,0.125,0.113,0.123,0.497,0.503,0.489,0.05,0.106,0.024,0.33,0.164,0.251,0.29,0.193,0.103,0.607,0.033,0.004,0.357,0.178,0.19,1367826.0,1229845.2,48518,43624,59206,0.134,636031337,32.19,35852605.0,1.81
401,49,0,2017,2037760,3101833,2037904,0.657,0.113,0.146,0.137,0.102,0.096,0.108,0.504,0.496,0.556,0.037,0.092,0.012,0.303,0.079,0.223,0.352,0.228,0.118,0.66,0.024,0.002,0.313,0.115,0.41,134546.7,119407.3,43044,38201,68358,0.086,32023000,15.71,6402412.0,3.14
402,50,0,2017,476451,623657,475850,0.763,0.107,0.118,0.111,0.133,0.154,0.188,0.494,0.506,0.48,0.057,0.13,0.012,0.32,0.074,0.29,0.253,0.225,0.158,0.628,0.025,0.001,0.346,0.174,0.27,31960.2,28590.0,50011,44738,57513,0.102,18662000,39.17,9066847.0,19.03
403,51,0,2017,6261573,8470020,6242405,0.737,0.097,0.138,0.131,0.135,0.129,0.15,0.492,0.508,0.5,0.054,0.1,0.023,0.324,0.103,0.242,0.269,0.22,0.167,0.611,0.029,0.017,0.343,0.16,0.26,462372.2,402867.4,54380,47382,71535,0.103,150304209,24.0,11125999.0,1.78
404,53,0,2017,5513603,7405743,5480250,0.74,0.089,0.149,0.132,0.128,0.129,0.151,0.499,0.501,0.506,0.049,0.119,0.014,0.311,0.087,0.221,0.337,0.222,0.133,0.606,0.031,0.008,0.354,0.156,0.26,423017.2,375839.4,56805,50470,70979,0.099,127317000,23.09,15831129.0,2.87
405,54,0,2017,1383069,1815857,1367340,0.753,0.09,0.115,0.122,0.131,0.144,0.193,0.494,0.506,0.489,0.081,0.133,0.014,0.283,0.129,0.412,0.257,0.122,0.08,0.488,0.035,0.001,0.476,0.115,0.18,70797.6,64273.2,38840,35261,43469,0.173,39897000,28.85,402658.0,0.29
406,55,0,2017,4274897,5795483,4277066,0.738,0.096,0.125,0.121,0.131,0.141,0.165,0.497,0.503,0.502,0.055,0.109,0.009,0.324,0.076,0.307,0.313,0.198,0.106,0.639,0.023,0.001,0.337,0.227,0.06,281979.5,249551.8,48313,42757,59305,0.095,142011000,33.22,31927394.0,7.47
407,56,0,2017,421686,579315,417107,0.72,0.092,0.138,0.122,0.112,0.141,0.156,0.511,0.489,0.527,0.054,0.133,0.012,0.274,0.071,0.296,0.357,0.174,0.103,0.619,0.034,0.008,0.34,0.18,0.02,32487.4,29163.1,56377,50609,60434,0.124,12323731,29.22,1407424.0,3.34
408,1,0,2018,3607206,4887871,3587697,0.734,0.094,0.13,0.121,0.128,0.133,0.17,0.485,0.515,0.474,0.069,0.124,0.023,0.309,0.134,0.308,0.303,0.161,0.095,0.533,0.032,0.003,0.432,0.126,1.05,205674.2,187334.2,41330,37645,49861,0.16,93403000,25.89,2375832.0,0.66
409,2,1,2018,526750,737438,525056,0.712,0.093,0.16,0.132,0.121,0.127,0.119,0.519,0.481,0.497,0.039,0.113,0.015,0.336,0.067,0.283,0.349,0.185,0.117,0.604,0.044,0.031,0.321,0.159,1.07,43522.7,40309.8,58997,54641,74346,0.131,14017944,26.61,6415125.0,12.18
410,4,0,2018,5234386,7171646,5228130,0.729,0.096,0.137,0.123,0.119,0.121,0.176,0.497,0.503,0.471,0.056,0.122,0.017,0.333,0.125,0.24,0.338,0.186,0.112,0.563,0.032,0.003,0.402,0.156,0.16,315459.0,283699.5,45260,40703,59246,0.128,141360000,27.01,5370017.0,1.03
411,5,0,2018,2189099,3013825,2175982,0.722,0.096,0.13,0.122,0.123,0.127,0.168,0.49,0.51,0.487,0.067,0.131,0.022,0.293,0.128,0.34,0.299,0.147,0.086,0.551,0.026,0.002,0.421,0.147,0.24,128970.8,117322.8,43029,39143,47062,0.159,49326863,22.53,1286194.0,0.59
412,6,0,2018,28923058,39557045,28955757,0.732,0.095,0.153,0.133,0.128,0.121,0.143,0.497,0.503,0.465,0.049,0.092,0.02,0.373,0.162,0.207,0.288,0.213,0.129,0.6,0.035,0.004,0.361,0.161,0.2,2411055.1,2057748.6,60984,52048,75277,0.119,743101000,25.69,107793720.0,3.73
413,8,0,2018,4215544,5695564,4203326,0.738,0.093,0.156,0.137,0.125,0.125,0.142,0.503,0.497,0.499,0.045,0.118,0.015,0.325,0.081,0.208,0.294,0.26,0.157,0.653,0.027,0.007,0.313,0.192,0.08,328112.7,288001.5,57794,50729,71953,0.091,119269168,28.29,46773571.0,11.1
414,9,0,2018,2683179,3572665,2679499,0.75,0.096,0.125,0.119,0.138,0.144,0.172,0.487,0.513,0.472,0.057,0.109,0.012,0.349,0.091,0.269,0.245,0.218,0.178,0.621,0.036,0.002,0.34,0.171,0.24,260582.2,221036.5,72157,61207,76348,0.102,53509143,19.94,6506244.0,2.42
415,10,1,2018,725502,967171,725378,0.75,0.087,0.132,0.116,0.127,0.141,0.187,0.484,0.516,0.473,0.059,0.11,0.017,0.341,0.102,0.332,0.253,0.183,0.131,0.582,0.035,0.004,0.379,0.164,0.16,51150.4,45357.3,52674,46708,64805,0.074,19999746,27.57,9587344.0,13.21
416,11,1,2018,545569,702455,541593,0.771,0.107,0.233,0.15,0.108,0.1,0.122,0.476,0.524,0.279,0.039,0.081,0.02,0.581,0.079,0.166,0.151,0.259,0.345,0.65,0.053,0.004,0.293,0.244,0.09,56395.7,47652.8,82254,69502,85203,0.147,14260000,26.14,1047183.0,1.92
417,12,0,2018,16303457,21299325,16293984,0.765,0.083,0.13,0.121,0.129,0.134,0.205,0.488,0.512,0.458,0.068,0.132,0.021,0.321,0.115,0.287,0.294,0.191,0.113,0.554,0.03,0.003,0.413,0.158,0.48,1078010.6,964243.6,51009,45626,55462,0.137,420138579,25.77,42604665.0,2.61
418,13,0,2018,7575735,10519475,7542464,0.717,0.099,0.137,0.133,0.133,0.122,0.138,0.487,0.513,0.462,0.054,0.113,0.022,0.35,0.124,0.278,0.279,0.195,0.123,0.596,0.03,0.005,0.369,0.145,1.01,491088.0,438862.0,46626,41667,58756,0.148,181629000,23.98,13859969.0,1.83
419,15,1,2018,1073551,1420491,1069630,0.753,0.086,0.142,0.128,0.121,0.127,0.184,0.5,0.5,0.496,0.062,0.09,0.013,0.339,0.08,0.268,0.317,0.22,0.115,0.597,0.024,0.035,0.344,0.192,0.93,75266.4,67147.3,51546,45986,80212,0.092,33604000,31.3,2406019.0,2.24
420,16,0,2018,1237787,1754208,1236717,0.705,0.094,0.13,0.125,0.115,0.123,0.159,0.503,0.497,0.541,0.048,0.12,0.012,0.279,0.091,0.278,0.354,0.187,0.09,0.594,0.025,0.002,0.379,0.151,0.15,76529.6,69122.7,43270,39082,55583,0.115,28148000,22.74,2729969.0,2.21
421,17,0,2018,9374946,12741080,9377435,0.736,0.093,0.139,0.129,0.128,0.131,0.156,0.492,0.508,0.476,0.058,0.098,0.015,0.354,0.105,0.261,0.284,0.211,0.14,0.616,0.036,0.001,0.346,0.195,0.23,722686.6,635136.3,56072,49279,65030,0.103,253397281,27.03,12433723.0,1.33
422,18,0,2018,4842638,6691878,4831536,0.722,0.098,0.131,0.124,0.126,0.131,0.157,0.493,0.507,0.489,0.059,0.123,0.013,0.316,0.11,0.331,0.288,0.173,0.098,0.611,0.028,0.001,0.36,0.162,0.12,313127.2,283620.4,46556,42169,55746,0.116,117030851,24.17,7729031.0,1.6
423,19,0,2018,2282870,3156145,2278737,0.722,0.101,0.125,0.122,0.117,0.133,0.171,0.496,0.504,0.512,0.063,0.11,0.011,0.304,0.077,0.308,0.324,0.196,0.094,0.645,0.024,0.001,0.331,0.226,0.19,154686.0,139211.0,48775,43895,59955,0.089,71564596,31.35,3670850.0,1.61
424,20,0,2018,2080328,2911510,2075907,0.713,0.101,0.129,0.123,0.117,0.128,0.159,0.498,0.502,0.521,0.056,0.112,0.014,0.296,0.09,0.254,0.318,0.211,0.128,0.631,0.025,0.007,0.337,0.158,0.18,147407.4,132255.8,50283,45114,58218,0.075,51761879,24.88,1487880.0,0.72
425,21,0,2018,3281075,4468402,3270870,0.732,0.094,0.13,0.124,0.129,0.134,0.163,0.492,0.508,0.493,0.066,0.128,0.022,0.291,0.132,0.326,0.294,0.145,0.103,0.559,0.031,0.003,0.407,0.147,0.08,186931.1,167970.7,41658,37433,50247,0.157,76176263,23.22,3587137.0,1.09
426,22,0,2018,3391424,4659978,3359844,0.721,0.094,0.138,0.127,0.122,0.129,0.154,0.489,0.511,0.435,0.064,0.113,0.022,0.366,0.142,0.343,0.273,0.159,0.084,0.547,0.037,0.004,0.411,0.171,0.4,212320.8,194327.8,45464,41611,47905,0.19,103726000,30.58,7137998.0,2.1
427,23,0,2018,1041590,1338404,1045294,0.781,0.08,0.12,0.115,0.135,0.159,0.206,0.49,0.51,0.497,0.064,0.145,0.01,0.284,0.07,0.314,0.301,0.201,0.114,0.606,0.022,0.001,0.371,0.169,0.35,64463.2,58105.0,47732,43024,55602,0.116,34100000,32.74,10851534.0,10.42
428,24,0,2018,4471679,6042718,4477654,0.741,0.089,0.137,0.128,0.136,0.134,0.154,0.485,0.515,0.476,0.053,0.102,0.019,0.35,0.095,0.242,0.255,0.219,0.189,0.637,0.033,0.007,0.323,0.136,0.09,367831.3,318406.1,59919,51868,83242,0.08,86650184,19.38,9070478.0,2.03
429,25,0,2018,5209567,6902149,5224927,0.757,0.102,0.143,0.122,0.134,0.136,0.165,0.485,0.515,0.462,0.053,0.097,0.016,0.372,0.092,0.233,0.229,0.244,0.201,0.635,0.032,0.001,0.332,0.199,0.11,483954.4,410699.8,69195,58721,79835,0.087,118717857,22.79,18900214.0,3.63
430,26,0,2018,7422235,9995915,7406973,0.741,0.096,0.129,0.117,0.129,0.14,0.172,0.493,0.507,0.478,0.06,0.116,0.011,0.334,0.089,0.287,0.328,0.18,0.115,0.582,0.033,0.0,0.385,0.182,0.2,474208.0,422585.8,47088,41962,56697,0.105,186165445,25.08,26970839.0,3.63
431,27,0,2018,4094499,5611179,4090549,0.729,0.089,0.135,0.127,0.123,0.135,0.158,0.498,0.502,0.514,0.049,0.103,0.01,0.323,0.066,0.242,0.325,0.242,0.125,0.668,0.024,0.001,0.308,0.203,0.15,317564.8,276135.7,56205,48872,70315,0.079,116317950,28.41,19181440.0,4.68
432,28,0,2018,2152704,2986530,2135369,0.715,0.102,0.127,0.127,0.12,0.128,0.159,0.484,0.516,0.443,0.072,0.116,0.027,0.341,0.146,0.298,0.324,0.144,0.088,0.521,0.04,0.004,0.434,0.127,0.43,111917.8,103471.0,37624,34785,44717,0.196,65627000,30.49,809813.0,0.38
433,29,0,2018,4509278,6126452,4502942,0.735,0.092,0.134,0.121,0.123,0.136,0.169,0.49,0.51,0.495,0.062,0.122,0.017,0.304,0.095,0.304,0.306,0.18,0.115,0.595,0.026,0.003,0.375,0.176,0.06,286084.3,256236.6,46680,41810,54478,0.124,124371847,27.58,11216003.0,2.49
434,30,0,2018,793164,1062305,789293,0.743,0.091,0.126,0.121,0.114,0.143,0.189,0.503,0.497,0.517,0.06,0.124,0.012,0.285,0.061,0.279,0.342,0.207,0.11,0.61,0.022,0.004,0.364,0.18,0.14,50352.0,45194.2,47211,42374,55328,0.103,31495101,39.71,6308809.0,7.95
435,31,0,2018,1367803,1929268,1373639,0.712,0.097,0.133,0.127,0.113,0.125,0.158,0.498,0.502,0.524,0.057,0.101,0.013,0.305,0.086,0.258,0.332,0.213,0.111,0.663,0.024,0.004,0.309,0.212,0.31,100067.8,90267.0,51439,46401,59566,0.105,42098000,30.78,1633410.0,1.19
436,32,1,2018,2242652,3034392,2236347,0.737,0.082,0.146,0.134,0.131,0.124,0.156,0.502,0.498,0.453,0.052,0.142,0.018,0.335,0.131,0.277,0.343,0.162,0.087,0.597,0.035,0.003,0.364,0.15,0.16,148408.1,132913.4,49278,44133,58646,0.13,75175000,33.52,2222444.0,0.99
437,33,1,2018,1042009,1356458,1037690,0.765,0.094,0.124,0.114,0.14,0.157,0.181,0.494,0.506,0.507,0.057,0.117,0.011,0.307,0.069,0.277,0.286,0.224,0.145,0.645,0.024,0.001,0.33,0.162,0.3,82353.7,74159.2,60338,54334,74991,0.061,46252000,44.39,3326439.0,3.19
438,34,0,2018,6618834,8908520,6636847,0.745,0.086,0.129,0.129,0.138,0.137,0.161,0.488,0.512,0.497,0.057,0.085,0.018,0.343,0.098,0.263,0.231,0.248,0.16,0.625,0.032,0.002,0.342,0.135,0.12,591910.4,512769.8,64206,55622,81740,0.082,132042203,19.95,4408458.0,0.67
439,35,0,2018,1527557,2095428,1525472,0.728,0.095,0.133,0.122,0.115,0.13,0.176,0.496,0.504,0.445,0.058,0.131,0.017,0.349,0.146,0.261,0.316,0.157,0.12,0.523,0.034,0.006,0.438,0.147,0.41,86179.5,78926.0,40977,37528,47169,0.166,40827154,26.73,3908368.0,2.56
440,36,0,2018,14721845,19542209,14715283,0.753,0.092,0.147,0.125,0.131,0.133,0.165,0.486,0.514,0.452,0.058,0.088,0.023,0.379,0.129,0.259,0.24,0.208,0.164,0.596,0.031,0.001,0.371,0.165,0.14,1298669.0,1084639.6,64218,53635,67844,0.111,321116118,21.81,38914841.0,2.64
441,37,0,2018,7655902,10383620,7631961,0.735,0.095,0.133,0.126,0.133,0.129,0.163,0.487,0.513,0.484,0.062,0.108,0.026,0.321,0.118,0.254,0.309,0.205,0.114,0.583,0.031,0.011,0.376,0.147,0.62,473093.3,421434.9,46040,41012,53855,0.131,198237072,25.89,38142803.0,4.98
442,38,0,2018,547999,760077,549536,0.723,0.111,0.154,0.12,0.107,0.125,0.153,0.515,0.485,0.517,0.056,0.094,0.007,0.325,0.077,0.259,0.368,0.221,0.076,0.666,0.019,0.01,0.304,0.22,0.16,42565.9,38776.2,55180,50267,63837,0.097,20568176,37.53,519664.0,0.95
443,39,0,2018,8625650,11689442,8615119,0.737,0.092,0.131,0.119,0.127,0.138,0.171,0.49,0.51,0.468,0.062,0.121,0.016,0.332,0.093,0.327,0.29,0.178,0.111,0.599,0.031,0.001,0.369,0.158,0.18,562523.0,504008.7,47822,42848,56111,0.119,236964000,27.47,41953912.0,4.86
444,40,0,2018,2826916,3943079,2811415,0.713,0.096,0.138,0.125,0.116,0.125,0.157,0.495,0.505,0.49,0.065,0.131,0.02,0.293,0.116,0.313,0.315,0.167,0.09,0.58,0.026,0.006,0.388,0.13,0.4,180824.0,164969.7,46029,41993,51924,0.134,71207000,25.19,2093795.0,0.74
445,41,0,2018,3165558,4190713,3163988,0.755,0.087,0.141,0.133,0.124,0.13,0.177,0.496,0.504,0.496,0.052,0.127,0.015,0.31,0.095,0.222,0.343,0.21,0.129,0.594,0.031,0.001,0.374,0.159,0.08,210044.9,183113.0,50209,43771,63426,0.097,94392492,29.82,31653626.0,10.0
446,42,0,2018,9644683,12807060,9630909,0.752,0.091,0.132,0.117,0.13,0.141,0.182,0.49,0.51,0.481,0.065,0.097,0.02,0.337,0.09,0.346,0.245,0.192,0.127,0.597,0.031,0.001,0.372,0.171,0.08,707043.4,628240.0,54468,48397,60905,0.118,313131000,32.47,114882582.0,11.91
447,44,0,2018,801911,1057315,801445,0.758,0.107,0.138,0.116,0.132,0.141,0.173,0.488,0.512,0.423,0.062,0.108,0.014,0.393,0.109,0.284,0.263,0.199,0.145,0.598,0.035,0.005,0.362,0.165,0.11,56918.9,50625.9,52135,46371,64340,0.089,18105015,22.58,1482543.0,1.85
448,45,0,2018,3780413,5084127,3752086,0.738,0.096,0.129,0.123,0.125,0.133,0.177,0.486,0.514,0.464,0.068,0.112,0.027,0.329,0.116,0.299,0.302,0.18,0.104,0.564,0.031,0.008,0.397,0.151,0.77,219942.1,198319.8,43804,39498,52306,0.128,103943000,27.5,3010519.0,0.8
449,46,0,2018,626729,882235,627269,0.711,0.096,0.132,0.119,0.11,0.133,0.166,0.505,0.495,0.512,0.054,0.11,0.011,0.314,0.077,0.31,0.32,0.202,0.09,0.657,0.02,0.004,0.318,0.213,0.27,45144.0,41600.0,51575,47527,56274,0.106,21700000,34.62,558256.0,0.89
